wl,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_100,Y_101,Y_102,Y_103,Y_104,Y_105,Y_106,Y_107,Y_108,Y_109,Y_110,Y_111,Y_112,Y_113,Y_114,Y_115,Y_116,Y_117,Y_118,Y_119,Y_120,Y_121,Y_122,Y_123,Y_124,Y_125,Y_126,Y_127,Y_128,Y_129,Y_500,Y_501,Y_502,Y_503,Y_504,Y_505,Y_506,Y_507,Y_508,Y_509,Y_510,Y_511,Y_512,Y_514,Y_515,Y_517,Y_518,Y_519,Y_520,Y_521,Y_522,Y_142,W_525,W_526,W_527,W_528,W_529,W_530,W_531,W_532,W_533,W_534,W_535,W_536,W_537,W_538,W_539,W_540,W_541,W_542,W_543,W_544,W_545,W_546,W_547,W_548,W_27,W_29,W_30,W_32,W_33,W_34,W_130,W_131,W_132,W_133,W_134,W_135,W_136,W_137,W_138,W_139,W_140,W_141,F_27657_A,F_27657_S,F_27653_A,F_27653103_A,F_27653101_A,F_27653102_A,F_27656_A,F_RD20011100_A,F_RD20011_A,F_RD20011_C,F_27631_A,F_27631_S,F_27632_AWHITE,F_27632_A.YELL,F_27634_A,F_27635_K,F_27635_C,F_27635_P,F_27636_A,F_27636_X,F_27633_A,F_27638_A,F_27639_W,F_27639_P,F_27640_A,F_27641_A,F_27642_P,F_27642_Y,F_27644_S,F_27644_A,F_27643_A,F_27645_P,F_27645_R,F_27645_A,F_27648_A,F_27649_P,F_27649_W,F_27650_A,F_27651_A,F_27685_A,F_RD20014_A,F_RD20014_J,F_27658_A,F_27659_K,F_27659_P,F_27659_A,F_27661_A,F_27662_K,F_27663_A,F_27664_A,F_27665_A,F_27666_A,F_27666_I,F_27668_S,F_27669_A,F_27670_S,F_27671_A,F_27672_A,F_27673_A,F_27673_S,F_27674_Y,F_27674_E,F_27674_A,F_27680_A,F_27681_A,F_27682_K,F_27682_P,F_27683_A,F_27683_W,F_27683_Y,F_27688_Z,F_27688_A,F_27688_K,F_27688_P,F_27688_S
514,34.66825561,47.66118605,43.1892397,46.61252077,34.9625058,40.09797605,38.75945384,40.09432277,44.43526338,38.59956653,43.6489302,30.53042885,40.11456115,41.54271477,41.00431203,39.87648611,47.15627423,38.38793939,39.67201027,37.25513231,36.72708398,37.97282666,38.32120226,42.38924848,53.79298955,52.67053202,44.90320375,52.56391274,42.92875261,46.34691958,46.73791173,47.4504338,56.41447259,37.87502064,53.29124037,33.81318955,52.6520147,38.80585157,45.38584932,32.80437082,35.01075916,58.36070198,42.56300801,36.90392686,42.69467681,38.61496519,45.02128439,38.35076748,47.19867169,51.20267242,38.14526579,50.91591487,28.76774247,51.26490343,44.005523,33.48125023,47.46614267,47.5821174,50.63076888,41.85502735,46.46805796,51.47393534,44.79622366,44.90422086,48.00339236,43.53508525,51.16762652,49.46564933,42.04311491,28.77504675,27.71755687,46.62708237,36.28517746,33.79902095,40.30000267,35.48258508,45.69631154,37.65589131,39.12013414,52.07390725,49.15957758,36.48274204,41.14141108,41.11879173,33.87545409,55.8318957,33.28618383,51.75097503,45.78658329,39.91709385,63.41779079,50.56081703,53.08679749,45.0175137,49.39937397,52.2879452,54.04177361,59.11673783,61.50018621,47.28056425,53.5848867,53.15370404,48.76343504,50.28605984,49.85480585,65.72345491,56.98016759,56.03174555,47.77276794,45.54953523,49.50951359,52.83247027,50.5837884,45.07883065,54.58992777,54.81147817,65.84324375,29.57207059,44.0248462,51.54078933,24.23631368,25.04009972,60.88400123,23.10519705,24.88660603,2.390202111,27.06886828,17.5063915,1.050490917,4.819469108,45.38621746,54.59493248,52.23019221,41.38607643,59.02994636,39.20368065,9.09582651,51.41906823,4.620834185,14.13581548,36.11938821,41.27460744,63.26639758,8.814630283,1.179040002,39.41974923,20.86766018,45.23990766,38.3197388,53.7369461,14.200801,46.25526452,4.351457311,54.14193325,13.84851737,14.93494077,54.44830408,85.23260243,47.72272829,67.1901017,35.47181138,63.82118164,26.57500497,6.025353278,13.37568892,46.29635171,19.98904846,185.3801574,44.36626053,12.67886921,8.747157985,75.20156458,36.89031826,61.54366111,11.49999605,30.06171842,26.32690229,62.05692406,13.0168104,20.965038,51.89821804,20.15713262,56.45194886,11.08514306,38.58180289,25.27520436,18.36497707,35.83197767,63.85125344,41.16101674,24.25805636,22.75736645,9.779744128,23.44127637,22.80191948
515,35.00381817,48.20402982,43.60667257,47.04606467,35.11939967,40.53422612,39.07153858,40.50157776,44.8636009,38.87096084,43.94507459,30.7368374,40.50801873,41.99933916,41.35543767,40.27956496,47.61835181,38.7492225,40.04810618,37.44307174,37.13250328,38.26968409,38.62450915,42.77937548,54.45892187,53.31634903,45.2286089,52.8489619,43.20272177,46.65522595,47.13163945,47.76185107,56.93446968,38.20389478,53.73467262,34.24983801,52.92498879,39.43770668,45.82586141,33.07836968,35.52030687,58.79983231,43.03881589,37.38584818,43.14327945,38.99813528,45.39908716,38.89185271,47.62420952,51.59863031,38.50382261,51.32016888,28.96051991,51.58763755,44.37204071,33.82816793,47.75467232,47.86084593,50.96333997,42.16962083,46.81895108,51.88285771,45.19017634,45.28789023,48.48791448,43.89347548,51.53333097,49.82981293,42.60831243,29.34439351,28.23552132,46.99861165,36.75326341,34.27895734,40.85482981,35.9869789,46.05940642,37.9090163,39.18823577,52.16303311,49.2395579,36.53276827,41.20198617,41.19980837,33.96402844,55.97214323,33.35403519,51.8294281,45.84642962,39.97200333,63.50500221,50.65505072,53.16996995,45.09130288,49.48134957,52.36463117,54.1277704,59.2296545,61.62698794,47.3543874,53.66265948,53.29408424,48.8093697,50.3243268,49.8777127,65.78075083,57.02820722,56.07605635,47.88449434,45.61440488,49.76390606,53.15785672,50.85369936,45.27819335,54.6904095,54.97057112,65.94938825,29.61607216,44.139677,51.68054504,24.09343224,25.61232008,60.97877516,22.84653807,25.87712213,2.385180127,28.1499205,17.38076328,1.087194137,5.164656854,45.45465949,55.31174801,52.26392833,42.32270492,59.64746337,38.90244779,8.922124073,51.56751621,4.475746681,14.56197672,36.53801371,41.39035145,63.33503834,8.799694401,1.17195136,39.49849359,20.83377541,45.41087477,39.25862039,53.75752753,14.45168035,46.28646212,4.307223233,54.37956227,13.65414246,14.90368991,54.47210148,85.23123153,47.9135229,67.44011093,36.8826934,63.85303088,27.62278787,6.322319355,14.00291468,46.41658539,19.73616418,185.5545238,44.5098266,13.09454707,8.599653805,75.23619001,37.74831707,61.90010999,11.76557611,31.21531965,26.09113241,62.32596506,12.83775257,21.49917711,51.93371085,19.82483282,56.92187804,10.87453092,40.04643075,24.97832907,17.96035653,36.27251645,63.87234376,41.32058943,25.23815082,22.5295127,10.15837182,24.22896909,23.31667816
516,35.32313662,48.7249078,44.00634215,47.45890369,35.26414363,40.9528556,39.36699478,40.88741267,45.27286605,39.12445293,44.22119518,30.93251906,40.88168223,42.43703225,41.68347996,40.6620523,48.06078705,39.09462066,40.40797449,37.61549695,37.5212848,38.54976088,38.91077039,43.14634156,55.09920178,53.93603694,45.53212454,53.11358411,43.46147323,46.95037044,47.50424771,48.05552434,57.43282672,38.51081413,54.1534504,34.67207696,53.18046479,40.06781471,46.24660944,33.33373181,36.02031865,59.2225355,43.49698061,37.8516439,43.57741077,39.36428935,45.76250124,39.4234046,48.02529341,51.97131783,38.84218413,51.70166144,29.14101703,51.89308599,44.72126997,34.15894815,48.02436665,48.12238159,51.27899955,42.46878865,47.15043414,52.2719243,45.56372782,45.64865539,48.9503336,44.23689671,51.88124837,50.17751333,43.17520779,29.9247649,28.76098013,47.35154741,37.21349444,34.75114021,41.40041555,36.48660489,46.40413276,38.14890201,39.25769764,52.25490365,49.32227195,36.58435238,41.26459639,41.28341795,34.05596126,56.11669204,33.42546136,51.90529383,45.90742651,40.02843935,63.59096001,50.74669772,53.25010909,45.16234485,49.55953789,52.43676015,54.20642237,59.33451615,61.75375739,47.42655404,53.73673954,53.43132261,48.85572409,50.35964828,49.90020803,65.83338466,57.07343425,56.12024728,47.99362521,45.674322,50.00455789,53.46259372,51.10836205,45.4695629,54.78271419,55.13219574,66.05421662,29.65803507,44.25156305,51.81808336,23.94681665,26.21002997,61.07294635,22.57999952,26.93161269,2.379952517,29.30352398,17.24837635,1.124019472,5.532609916,45.52299128,56.0462048,52.29486456,43.33700254,60.27141895,38.58407421,8.742989778,51.72059399,4.332628983,15.02386972,36.97551444,41.49325305,63.39559825,8.783172251,1.164043142,39.57314517,20.7974049,45.57530257,40.2474039,53.77451803,14.71503898,46.30904853,4.261856805,54.62808048,13.45630987,14.86564118,54.48493279,85.22571304,48.10015753,67.68438181,38.41160801,63.87324223,28.75342196,6.63170123,14.67933192,46.53420507,19.47826507,185.72604,44.65071538,13.54592747,8.450261221,75.26261313,38.63381091,62.26423828,12.04826668,32.45065586,25.84898773,62.57130813,12.65554296,22.05871551,51.96827616,19.4867429,57.41551284,10.66244453,41.6342099,24.67460061,17.55533085,36.7264107,63.8903663,41.48073166,26.28652073,22.29655109,10.54975656,25.07004675,23.84942963
517,35.62699863,49.22422005,44.38873262,47.85199878,35.39801658,41.3541597,39.64685718,41.25313876,45.66378719,39.36166573,44.47917086,31.11811386,41.23663864,42.85624244,41.99053975,41.02510259,48.48407079,39.42468701,40.7520868,37.77415512,37.89377395,38.81424689,39.18117924,43.49195511,55.71402314,54.53006703,45.8157981,53.35984287,43.70607381,47.23279191,47.85711635,48.33277545,57.91002545,38.79779227,54.54927302,35.07957785,53.41996889,40.69190025,46.64877773,33.57220258,36.50898316,59.62884805,43.93752223,38.30099939,43.99664908,39.71407575,46.11167585,39.94339105,48.40375747,52.32252932,39.16182255,52.06204047,29.31029185,52.18240646,45.05403012,34.47432736,48.27690957,48.36815595,51.57878267,42.75338903,47.46386859,52.64212479,45.9180348,45.98833426,49.3915649,44.56577775,52.21231918,50.50944029,43.73934536,30.50977014,29.28864463,47.68684679,37.66401449,35.21359333,41.93452083,36.97871321,46.73151272,38.37638561,39.32777313,52.3483794,49.40656378,36.63684358,41.32839251,41.36855224,34.14997467,56.26370889,33.49922967,51.97847406,45.96891793,40.08569941,63.67526228,50.83560136,53.32726112,45.23071391,49.63409998,52.50473906,54.27867956,59.43209283,61.87952733,47.49685079,53.80724866,53.56502002,48.90208226,50.39234605,49.92219921,65.88184013,57.11607394,56.1640133,48.09989311,45.72983615,50.23235376,53.74855407,51.34885135,45.65312054,54.86778824,55.29465826,66.15718029,29.69805081,44.36027265,51.95282993,23.79738054,26.82680336,61.16622838,22.30834126,28.03300023,2.37460653,30.51082957,17.11199033,1.161474762,5.920646012,45.5908855,56.79073694,52.3234822,44.41016802,60.89688419,38.25249732,8.560224177,51.87660696,4.191870051,15.51214597,37.42537339,41.5854684,63.44942223,8.765673587,1.155545228,39.64434199,20.75990827,45.73357507,41.27059866,53.78872328,14.98740793,46.32552218,4.216540566,54.88438743,13.25663866,14.82262424,54.4889048,85.21695376,48.28280846,67.9231829,40.02754979,63.88457152,29.9451052,6.95300631,15.39297682,46.64959201,19.21764962,185.8960008,44.78913582,14.02439024,8.300227442,75.28268879,39.53682438,62.63246689,12.3442649,33.74684448,25.60217456,62.79629716,12.47131316,22.63701041,52.00193453,19.14551651,57.92581532,10.45020795,43.31292326,24.36673421,17.1520891,37.18869962,63.90595506,41.64053142,27.38556825,22.06037272,10.95444769,25.95188325,24.39496436
518,35.9161919,49.70236662,44.75432818,48.22631087,35.5222974,41.7384336,39.91216057,41.60006728,46.03709267,39.58422217,44.72088054,31.29426182,41.57397495,43.25741812,42.27871789,41.36987028,48.88869391,39.73997466,41.08091468,37.92079341,38.25031614,39.06433203,39.43692894,43.81802456,56.30357978,55.09891057,46.08167701,53.58980172,43.93759029,47.50292925,48.1916252,48.59492629,58.36654766,39.06684276,54.92383979,35.47201217,53.64502728,41.30568792,47.03305062,33.79552735,36.98448902,60.0188065,44.36046076,38.7336,44.40057271,40.04814285,46.4467602,40.44977997,48.76143582,52.65405912,39.46421005,52.40295393,29.46940236,52.45675665,45.37114049,34.77504198,48.51398499,48.5996006,51.86372438,43.0242802,47.76061589,52.99444888,46.25425396,46.30874479,49.81252353,44.88054741,52.52748384,50.82628361,44.29626952,31.09301846,29.81322615,48.00546689,38.10296749,35.66434046,42.45490663,37.460554,47.04256841,38.59230427,39.39771561,52.44232091,49.49127742,36.68959103,41.39252532,41.45414298,34.24479079,56.41136059,33.5741074,52.0488706,46.03024782,40.14308103,63.75750712,50.92160496,53.4014723,45.29648437,49.70519689,52.56897482,54.34549203,59.5231546,62.00333049,47.56506425,53.87430861,53.69477733,48.94802825,50.42274188,49.94359364,65.92660098,57.15635159,56.20704937,48.20303059,45.78149688,50.44817835,54.01761052,51.57624218,45.82904753,54.94657806,55.4562649,66.25773072,29.73621088,44.46557406,52.08421039,23.64603755,27.45621424,61.25833483,22.0343231,29.16420728,2.369229418,31.7529881,16.97436481,1.200067845,6.326082859,45.65801482,57.53777852,52.35026256,45.52340012,61.51893019,37.91165453,8.375627818,52.03386052,4.053858843,16.01745696,37.88107358,41.66915364,63.49785525,8.747808165,1.146687501,39.7127221,20.72264515,45.88607628,42.31271398,53.80094894,15.26531825,46.33838152,4.172457052,55.14538273,13.05674789,14.77646878,54.48612435,85.20586054,48.46165202,68.15678275,41.69951331,63.88977455,31.17603552,7.285742003,16.13188553,46.76312747,18.95661632,186.0657006,44.92529691,14.52131526,8.150799673,75.29827183,40.4473821,63.00121674,12.6497679,35.08300294,25.3523992,63.00427609,12.28619477,23.22741898,52.03470653,18.80380729,58.44574754,10.23914523,45.05035378,24.05744509,16.75282039,37.65442243,63.91974407,41.79907667,28.51769548,21.82286868,11.37299457,26.86185249,24.94807283
519,36.19150413,50.15974756,45.10361303,48.5828009,35.63826496,42.10597249,40.16393969,41.9295095,46.39351087,39.79374518,44.94820311,31.46160298,41.89477813,43.64100771,42.55011526,41.69750984,49.27514726,40.04103675,41.39492972,38.05715902,38.59125679,39.30120617,39.67921276,44.1263583,56.86806555,55.64303883,46.33180868,53.80552417,44.15708948,47.76122131,48.5091541,48.8432987,58.80287508,39.31997916,55.27885002,35.84905137,53.85716616,41.90490231,47.40011245,34.00545148,37.4450249,60.39244735,44.76581625,39.14913109,44.78875998,40.367139,46.7679035,40.94053925,49.10016258,52.96770156,39.75081882,52.72604974,29.61940656,52.71729424,45.67342042,35.06182848,48.73727682,48.81814712,52.13485974,43.28232041,48.04203749,53.32988624,46.573542,46.61170491,50.21412468,45.18163452,52.82768281,51.12873305,44.84152465,31.6681191,30.32943605,48.30836485,38.52849737,36.10140537,42.9593339,37.92937743,47.33832198,38.79749515,39.46677848,52.53558869,49.57525691,36.74194393,41.45614561,41.53912194,34.33913173,56.55781391,33.64886186,52.1163853,46.09076016,40.1998817,63.83729261,51.00455185,53.47278886,45.35973054,49.77298968,52.62987437,54.40780985,59.6084715,62.12419964,47.63098102,53.93804119,53.8201954,48.99314612,50.45115754,49.96429871,65.96815095,57.19449245,56.24905045,48.30277018,45.82985374,50.65291631,54.27163586,51.79160941,45.9975251,55.02003007,55.61532189,66.35531935,29.77260678,44.56723559,52.21165038,23.49370132,28.09183656,61.34897928,21.7607049,30.30815636,2.363908429,33.01115039,16.83825939,1.240306562,6.746238175,45.72405191,58.27976363,52.37568697,46.65789756,62.13262804,37.56548323,8.191001251,52.19066005,3.918984318,16.53045419,38.33609801,41.74646494,63.54224222,8.730185738,1.137699842,39.77892352,20.68697517,46.03319019,43.35825917,53.81200068,15.54530099,46.35012497,4.130788801,55.40796593,12.8582566,14.72900447,54.47869822,85.19334021,48.63686451,68.38544992,43.39649311,63.89160716,32.42441086,7.629415719,16.88409422,46.87519272,18.69746366,186.2364342,45.05940762,15.02808237,8.00322512,75.31121712,41.35550869,63.36690875,12.96097281,36.43824865,25.10136795,63.1985888,12.1013194,23.82329844,52.06661273,18.46426887,58.96827154,10.03058043,46.81428439,23.74944848,16.3597138,38.11861833,63.93236734,41.9554554,29.66530458,21.58593006,11.80594655,27.78732836,25.50354551
520,36.45372298,50.59676292,45.43707136,48.9224298,35.74719816,42.45707155,40.40322932,42.24277667,46.73377012,39.99185769,45.16301747,31.62077736,42.20013518,44.00745959,42.80683271,42.00917572,49.64392169,40.32842642,41.69460349,38.1849991,38.91694132,39.52605922,39.90922396,44.41876475,57.40767429,56.16292308,46.56824053,54.00907376,44.36563819,48.00810697,48.81108289,49.07921455,59.21948949,39.55921504,55.616003,36.21036692,54.05791172,42.48526804,47.75064754,34.20372034,37.88877943,60.74980712,45.15360872,39.54727803,45.16078922,40.67171256,47.07525496,41.4136368,49.42177187,53.265251,40.02312105,53.03297585,29.76136246,52.96517694,45.96168923,35.33542329,48.94846897,49.02522711,52.39322381,43.52836788,48.30949485,53.64942655,46.8770556,46.89903256,50.59728351,45.46946788,53.11385654,51.41747841,45.37065513,32.22868127,30.83198565,48.5964978,38.93874808,36.52281182,43.4455636,38.38243364,47.61979555,38.99279543,39.53421512,52.62704329,49.6573463,36.79325146,41.51840417,41.62242087,34.43171959,56.70123564,33.72226037,52.18091998,46.14979889,40.25539894,63.91421683,51.08428536,53.54125705,45.42052674,49.83763941,52.68784463,54.46658307,59.68881359,62.24116752,47.69438772,53.99856815,53.94087511,49.03701989,50.47791479,49.98422182,66.00697376,57.23072181,56.28971152,48.39884445,45.87545629,50.84745234,54.51250287,51.99602795,46.15873451,55.08909067,55.77013545,66.44939763,29.80733,44.6650255,52.33457554,23.34128549,28.72724432,61.4378753,21.4902465,31.44777002,2.358730816,34.26646728,16.70643369,1.282698751,7.178429678,45.78866943,59.00912635,52.40023673,47.79485909,62.73304885,37.21792083,8.008145025,52.34531097,3.787635436,17.04178915,38.78392969,41.81955843,63.58392811,8.713416063,1.128812134,39.84358429,20.65425795,46.17530081,44.39174354,53.82268415,15.82388717,46.36325096,4.092718349,55.66903663,12.66278387,14.68206101,54.46873325,85.18029957,48.80862223,68.60945295,45.08748379,63.89282516,33.66842916,7.983534865,17.63763906,46.98616901,18.44249014,186.4094961,45.19167691,15.53607143,7.85875099,75.32337949,42.25122877,63.72596385,13.27407679,37.79169906,24.8507871,63.38257923,11.91781864,24.41800596,52.09767371,18.1295549,59.48634939,9.825837595,48.57249803,23.4454596,15.97495844,38.57632653,63.9444589,42.10875558,30.81079766,21.35144793,12.25385298,28.71568478,26.05617288
521,36.70363617,51.01381276,45.75518738,49.2461585,35.85037587,42.79202598,40.63106423,42.54118005,47.05859881,40.18018262,45.36720252,31.77242499,42.49113309,44.35722216,43.05097109,42.30602237,49.99550807,40.60269678,41.98040758,38.30606085,39.22771513,39.74008105,40.1281558,44.69705231,57.92259984,56.6590346,46.79301999,54.20251399,44.56430321,48.24402508,49.09879141,49.30399571,59.61687265,39.78656397,55.93699805,36.5556303,54.24879016,43.0425097,48.08534023,34.39207928,38.31394126,61.09092233,45.52385822,39.92772617,45.51623875,40.96251189,47.36896379,41.86704051,49.72809781,53.54850176,40.28258893,53.32538019,29.89632805,53.20156242,46.23676628,35.59656285,49.14924534,49.22227215,52.63985165,43.76328084,48.56434941,53.95405951,47.16595147,47.17254566,50.96291519,45.74447632,53.38694547,51.69320945,45.87920533,32.76831422,31.31558631,48.87082285,39.33186353,36.92658358,43.91135671,38.81697279,47.88801127,39.17904226,39.5992789,52.71554525,49.73638963,36.84286282,41.57845178,41.70297152,34.52127651,56.83979258,33.79307022,52.24237647,46.20670797,40.30893026,63.98787788,51.1606488,53.60692309,45.47894726,49.89930713,52.74329252,54.52276174,59.76495091,62.35326689,47.75507095,54.05601129,54.05641731,49.07923363,50.50333542,50.00327036,66.04355315,57.26526495,56.32872752,48.49098593,45.91885409,51.03267109,54.74208432,52.19057269,46.31285701,55.15470626,55.9190118,66.539417,29.84047203,44.75871208,52.45241152,23.18970371,29.35601148,61.52473648,21.22570772,32.56597077,2.353783826,35.5000896,16.58164731,1.327752254,7.619975086,45.85154006,59.71830078,52.42439316,48.91548345,63.31526372,36.87290473,7.82885969,52.49611866,3.660201155,17.54211333,39.21805162,41.89059027,63.62425784,8.698108893,1.120254259,39.90734244,20.62585311,46.31279214,45.39767641,53.83380503,16.09760786,46.38025792,4.059428235,55.92549439,12.47194874,14.63746806,54.45833622,85.16764548,48.9771015,68.82906041,46.74147988,63.89618437,34.88628836,8.34760685,18.38055621,47.09643759,18.19399424,186.5861809,45.32231375,16.0366623,7.71862449,75.3366138,43.12456696,64.07480296,13.58527696,39.12247158,24.60236295,63.55959128,11.73682409,25.00489874,52.12791001,17.802319,59.99294314,9.626240787,50.29277764,23.14819369,15.60074339,39.02258624,63.95665275,42.25806519,31.93657686,21.12131341,12.71726321,29.63429564,26.60074542
522,36.94203138,51.41129713,46.05844528,49.55494796,35.94907698,43.11113095,40.84847917,42.82603089,47.36872527,40.36034292,45.56263716,31.91718591,42.76885884,44.69074383,43.28463127,42.58920426,50.33039724,40.86440099,42.25281356,38.42209143,39.52392365,39.94446156,40.33720152,44.9630294,58.41303605,57.13184465,47.00819448,54.38790841,44.75415135,48.46941452,49.37365948,49.51896404,59.9955063,40.0040395,56.24353447,36.88451296,54.43132767,43.57235191,48.40487485,34.57227366,38.71869903,61.41582951,45.87658476,40.29016087,45.85468689,41.24018535,47.64917921,42.29871829,50.02097453,53.81924818,40.53069464,53.6049107,30.02536135,53.42760839,46.49947088,35.84598362,49.34128985,49.41071383,52.87577831,43.98791753,48.80796263,54.24477478,47.44138628,47.43406216,51.31193489,46.00708865,53.64789007,51.95661597,46.36271962,33.28062716,31.77494935,49.13229712,39.70598766,37.31074439,44.35447418,39.23024504,48.14399126,39.35707282,39.66122321,52.79995509,49.81123093,36.89012719,41.63543922,41.77970566,34.60652458,56.9716515,33.86005872,52.3006566,46.26083137,40.35977317,64.05787384,51.23348552,53.66983322,45.53506643,49.95815389,52.79662498,54.57729593,59.83765351,62.45953049,47.81281732,54.11049238,54.16642287,49.11937137,50.52774118,50.02135172,66.07837287,57.29834713,56.36579344,48.57892717,45.96059669,51.20945724,54.962253,52.37631853,46.46007384,55.21782326,56.06025717,66.62482891,29.87212438,44.84806362,52.56458396,23.0398696,29.97171201,61.60927641,20.96984841,33.64568114,2.349154711,36.69316819,16.46665985,1.375974908,8.068192116,45.91233647,60.39972099,52.44863757,50.00096939,63.87434375,36.53437233,7.654945795,52.64138853,3.537070433,18.02207823,39.63194682,41.96171661,63.66457636,8.684873984,1.112256099,39.970836,20.60312029,46.4460482,46.36056709,53.84616897,16.36299409,46.40364429,4.032100995,56.17423881,12.28737026,14.59705531,54.44961396,85.15628475,49.14247863,69.04454084,48.32747597,63.90444061,36.05618639,8.721139082,19.10088184,47.20637974,17.95427446,186.7677834,45.45152713,16.52123483,7.584092825,75.3527749,43.96554786,64.40984699,13.89077045,40.40968364,24.35780182,63.73296886,11.55946737,25.57733398,52.15734223,17.48521483,60.48101485,9.433114056,51.94290615,22.86036596,15.23925775,39.45243667,63.96958291,42.4024722,33.02504432,20.89741756,13.19672659,30.53053484,27.1320536
523,37.16969629,51.78961607,46.34732925,49.84975909,36.04458038,43.41468167,41.05650892,43.09864044,47.66487789,40.53396149,45.75120028,32.05570014,43.03439941,45.00847298,43.50991411,42.85987585,50.64908007,41.11409215,42.51229303,38.53483803,39.80591228,40.14039064,40.5375544,45.21850443,58.87917676,57.5818245,47.21581143,54.56732052,44.9362494,48.68471415,49.63706695,49.7254414,60.35587222,40.2136552,56.53731156,37.19668638,54.60705044,44.07051926,48.70993575,34.74604885,39.10124139,61.72456516,46.2118084,40.6342675,46.17571197,41.5053813,47.91605043,42.70663804,50.30223613,54.0792846,40.76891036,53.87321531,30.14952034,53.64447254,46.75062238,36.08442204,49.52628639,49.59198373,53.10203885,44.20313618,49.04169596,54.52256207,47.70451675,47.68539999,51.64525778,46.25773368,53.89763079,52.20838774,46.81674239,33.75922933,32.20478613,49.38187775,40.05926442,37.67331804,44.77267698,39.61950054,48.38875767,39.52772428,39.71930144,52.87913335,49.88071425,36.93439374,41.68851729,41.85155503,34.68618592,57.0949792,33.92199318,52.35566219,46.31151304,40.40722516,64.1238028,51.30263884,53.7300337,45.58895854,50.01434075,52.84824892,54.6311357,59.90769146,62.55899109,47.86741344,54.1621332,54.27049265,49.15701716,50.55145385,50.03837329,66.11191665,57.33019363,56.40060421,48.66240073,46.00123364,51.37869547,55.17488166,52.55434036,46.60056626,55.27938807,56.19217779,66.70508481,29.90237854,44.9328484,52.6705185,22.89269682,30.56791989,61.69120864,20.72542842,34.66982367,2.344930721,37.82685387,16.36423092,1.427874554,8.520398488,45.97073132,61.04582108,52.47345127,51.03251565,64.40536003,36.20626103,7.48820389,52.77942596,3.418632231,18.47233534,40.01909827,42.03509361,63.70622861,8.67432109,1.105047534,40.03470302,20.58741911,46.57545298,47.26492489,53.86058164,16.61657691,46.4359085,4.011919166,56.41216945,12.11066751,14.56265243,54.44467328,85.1471242,49.30492992,69.2561628,49.81446661,63.9203497,37.15632119,9.103638969,19.78665211,47.3163767,17.72562929,186.955598,45.579526,16.98116889,7.456403203,75.37371764,44.7641961,64.72751687,14.18675441,41.63245267,24.11880998,63.90605589,11.38688006,26.12866886,52.18599091,17.18089602,60.94352656,9.247781456,53.4906665,22.58469164,14.89269061,39.86091703,63.98388341,42.54106459,34.05860216,20.68165149,13.69279248,31.39177628,27.6448879
524,37.3874186,52.14916964,46.6223235,50.13155284,36.13816494,43.70297331,41.25618824,43.36031998,47.947785,40.70266129,45.93477078,32.18860771,43.2888418,45.31085802,43.72892047,43.11919158,50.95204742,41.35232341,42.75931755,38.64604781,40.07402643,40.32905817,40.73040769,45.4652858,59.32121581,58.00944544,47.41791826,54.74281385,45.11166417,48.89036285,49.89039366,49.92474965,60.69845216,40.41742464,56.82002864,37.49182202,54.77748468,44.53273636,49.00120725,34.91515022,39.45975699,62.01716581,46.52954915,40.95973141,46.4788923,41.7587481,48.16972665,43.08876767,50.57371674,54.33040536,40.9987083,54.13194197,30.26986304,53.85331256,46.9910401,36.31261455,49.70591888,49.76751344,53.31966832,44.40979502,49.26691086,54.78841104,47.95649955,47.92837709,51.96379903,46.49684024,54.13710806,52.44921455,47.23681801,34.19772995,32.59980797,49.62052185,40.38983772,38.01232828,45.16372607,39.98198944,48.62333262,39.6918338,39.77276697,52.95194057,49.94368363,36.97501168,41.73683676,41.91745139,34.75898265,57.20794245,33.9776409,52.40729509,46.35809694,40.45058376,64.18526285,51.36795207,53.78757074,45.64069792,50.06802877,52.89857127,54.6852311,59.97583479,62.65068142,47.91864591,54.21105553,54.36822751,49.19175504,50.5747952,50.05424247,66.14466822,57.36102973,56.43285482,48.74113915,46.04131451,51.54127044,55.38184311,52.72571307,46.73451551,55.3403471,56.31307987,66.77963615,29.93132601,45.0128347,52.76964079,22.749099,31.13820909,61.77024678,20.49520757,35.62132089,2.341199106,38.88229748,16.27712012,1.483959032,8.973911918,46.02639728,61.64903514,52.49931559,51.99132096,64.90338366,35.89250825,7.330434524,52.90853636,3.305275506,18.88353615,40.37298901,42.11287741,63.75055953,8.667059966,1.098858448,40.09958151,20.5801092,46.70139049,48.09525914,53.8778487,16.85488736,46.47954898,4.000065286,56.6361859,11.94345953,14.53608911,54.44562099,85.14107068,49.46463168,69.46419485,51.17144637,63.94666746,38.16489071,9.494613919,20.42590319,47.42680975,17.51035721,187.1509194,45.70651934,17.40784432,7.336802829,75.40129688,45.5105363,65.02423352,14.46942597,42.76989611,23.88709375,64.08219627,11.22019376,26.65226059,52.21387664,16.89201621,61.37344033,9.07156704,54.90384163,22.32388596,14.56323107,40.24306652,64.00018826,42.67293034,35.01965251,20.47590628,14.20601023,32.20539387,28.1340388
