wl,F001,F003,F006,F008,F009,F013,F017,F021,F023,F024,F028,F030,F032,F036,F039,F042,F044,F045,F047,F049,F052,F053,F054,F058,F059,F063,F064,M004,M005,M010,M011,M012,M014,M015,M016,M018,M019,M020,M022,M025,M026,M029,M031,M033,M034,M037,M038,M040,M041,M043,M046,M048,M050,M055,M056,M057,M060,M061,M062
403,6.722103018,5.013886663,8.665933211,3.480309314,4.731629354,5.013886663,6.642606437,7.2554919,18.22449138,10.09223667,7.068753443,4.476188148,5.214014492,2.93330989,6.634363326,4.083641367,7.553950268,5.625578616,8.494673768,6.268249705,4.638510196,3.535712423,4.512839148,3.434879666,4.524734306,5.682133671,5.272490703,8.924005235,12.52332872,15.59637457,7.224567365,9.533046645,11.26475104,14.18851147,16.05051317,9.349579109,23.5543413,9.801652333,18.47571729,14.91533862,14.09398569,9.77758047,20.90324989,9.701396206,16.22532145,9.369171272,6.009266138,12.27401169,16.29206683,15.75150103,8.532109505,6.452488967,8.426219722,19.87667618,12.72192603,18.72741601,11.97801029,6.204086582,5.897775805
404,6.887212312,5.05802957,8.862013093,3.480163739,4.761362423,5.05802957,6.682569652,7.355440518,18.37471414,10.27511394,7.268138255,4.49520578,5.277223078,2.936015754,6.778108732,4.118040676,7.725312659,5.664615197,8.533201047,6.357903229,4.675604088,3.571144599,4.59405805,3.459019003,4.603286298,5.762370796,5.332998436,9.126579979,12.64948765,15.89742422,7.32121591,9.767838571,11.50013373,14.42967615,16.15276441,9.593384163,23.80865458,9.975183648,18.84909854,15.03239387,14.21259368,9.958862734,21.30579264,9.963438782,16.42955332,9.59833551,6.142652948,12.49827794,16.58496284,15.9999955,8.745760681,6.564197951,8.667998072,20.19674648,12.8685912,18.95921498,12.24266085,6.294114391,6.012050813
405,7.057490918,5.102832461,9.062667539,3.48068811,4.791399996,5.102832461,6.723990798,7.458675583,18.52251257,10.46274875,7.475077233,4.515281544,5.342304238,2.9387116,6.925690527,4.153740002,7.901044792,5.703594508,8.570723135,6.450632357,4.71401397,3.60821886,4.678150392,3.483789364,4.684676341,5.845063651,5.394976077,9.333875894,12.77429867,16.19974817,7.418204978,10.00833136,11.73915647,14.67332633,16.25310362,9.843610726,24.06120098,10.15199535,19.2279988,15.14595938,14.32905125,10.14267143,21.71105341,10.23022415,16.63432096,9.83309372,6.281016373,12.72443719,16.88003973,16.2499739,8.965440101,6.678245195,8.91877209,20.5192425,13.0157249,19.18887821,12.51143329,6.386431792,6.129362533
406,7.231855653,5.148287633,9.266339034,3.482056967,4.821802362,5.148287633,6.767192656,7.565074058,18.66781319,10.65464009,7.688231176,4.536553387,5.409334717,2.941522616,7.076057544,4.191023145,8.079884107,5.742469397,8.607322478,6.546074451,4.753503649,3.646907305,4.764645309,3.509369908,4.768707698,5.930266166,5.458620717,9.544130918,12.89716815,16.50169906,7.515005066,10.25277864,11.97985287,14.91787673,16.3513298,10.09804023,24.31131639,10.33097218,19.61014894,15.25613245,14.44335731,10.32772999,22.11669694,10.49975944,16.83882586,10.0713679,6.423406759,12.95108357,17.17543312,16.49985488,9.189581596,6.793891978,9.177129235,20.84274648,13.16321795,19.41572721,12.78246187,6.480420439,6.248742996
407,7.409223335,5.19438738,9.471470068,3.484444852,4.852629809,5.19438738,6.812498005,7.674512908,18.8105425,10.85028696,7.90626088,4.559159259,5.478391261,2.944573994,7.228158615,4.230173902,8.260568044,5.781192712,8.643081523,6.643866876,4.793836933,3.687182036,4.853071938,3.535939792,4.855183634,6.018032273,5.524129447,9.755582989,13.01750248,16.8016295,7.611086673,10.49943404,12.22025651,15.16174208,16.44724198,10.35445412,24.55833669,10.51099888,19.99327985,15.36301034,14.55551073,10.51276186,22.52038798,10.7700518,17.0422695,10.31108005,6.568874453,13.17681121,17.46927859,16.7480571,9.416618997,6.910399581,9.441656965,21.16584069,13.31096115,19.63908345,13.05388082,6.575461988,6.369224233
408,7.588510783,5.241123999,9.676503127,3.488026305,4.883942626,5.241123999,6.860229624,7.786869099,18.95062702,11.04918836,8.127827142,4.583237108,5.549550616,2.947990922,7.380942572,4.271476072,8.441834041,5.819717302,8.678082716,6.743646994,4.834777629,3.729015152,4.942959417,3.563678176,4.943907412,6.108415903,5.591699357,9.966470045,13.13470804,17.09789214,7.705920296,10.74655119,12.458401,15.4033371,16.54063917,10.61063382,24.80159777,10.69096019,20.37512241,15.46669035,14.66551042,10.69649045,22.91979127,11.03910836,17.24385338,10.55015215,6.716469802,13.40021421,17.75971176,16.99299921,9.644986137,7.027029283,9.710942738,21.48710736,13.45884534,19.8582684,13.32382439,6.670938093,6.489838277
409,7.768634814,5.288489786,9.879880698,3.492975869,4.9158011,5.288489786,6.910710294,7.902019594,19.08799326,11.25084328,8.35159076,4.608924885,5.622889526,2.951898593,7.533358248,4.315213453,8.622419539,5.857996013,8.712408505,6.84505217,4.876089546,3.772378753,5.033836881,3.592764218,5.034682295,6.201470985,5.661527537,10.17503002,13.24819122,17.3888396,7.798976434,10.99238373,12.69231992,15.64107652,16.63132039,10.86436077,25.04043553,10.86974086,20.7534075,15.56726973,14.77335527,10.87763921,23.31257157,11.30493625,17.44277898,10.78650622,6.865243152,13.61988672,18.04486823,17.23309987,9.873116845,7.143042364,9.983574012,21.80512875,13.60676133,20.07260355,13.59042683,6.76623041,6.609617159
410,7.948512247,5.336477037,10.08004527,3.499468083,4.948265521,5.336477037,6.964262793,8.01984136,19.22256775,11.45475072,8.576212531,4.636360536,5.698484737,2.956422194,7.684354474,4.361669843,8.801061977,5.895981695,8.746141336,6.947719767,4.91753649,3.817244939,5.125233467,3.623377077,5.127311546,6.297251452,5.73381108,10.37950086,13.35735839,17.6728245,7.889725584,11.23518528,12.92004688,15.87337507,16.71908466,11.11341641,25.27418584,11.04622564,21.12586601,15.66484579,14.87904418,11.05493156,23.69639361,11.56554261,17.63824778,11.01806425,7.014244848,13.83442284,18.32288359,17.46677772,10.09944495,7.257700104,10.25813825,22.11848711,13.75459992,20.28141037,13.85182237,6.860720593,6.727592912
411,8.127059899,5.385078046,10.27543933,3.507677489,4.981396176,5.385078046,7.021209901,8.14021136,19.35427698,11.66040967,8.800353252,4.665682013,5.776412995,2.961686918,7.832880082,4.411129041,8.976498794,5.933627195,8.779363656,7.051287148,4.958882271,3.863585811,5.216678312,3.655695912,5.221598428,6.395811233,5.808747074,10.57812049,13.46161593,17.94819949,7.977638246,11.47320947,13.13961546,16.09864746,16.80373099,11.35558217,25.5021846,11.21929925,21.49022882,15.75951579,14.98257603,11.22709095,24.06892214,11.81893458,17.82946126,11.24274823,7.162525238,14.0424167,18.59189347,17.69245142,10.3224043,7.370263783,10.5332229,22.42576469,13.90225195,20.48401035,14.10614526,6.953790298,6.842797567
412,8.303194589,5.434285111,10.46450536,3.517778628,5.015253354,5.434285111,7.081874398,8.263006561,19.48304749,11.86731914,9.022673721,4.697027263,5.856751045,2.967817954,7.977883904,4.463874845,9.147467432,5.970885361,8.812157912,7.155391677,4.999890695,3.911373469,5.307700553,3.689899882,5.317346206,6.49720426,5.886532611,10.76912686,13.56037025,18.21331719,8.062184917,11.70470994,13.34905927,16.31530844,16.88505839,11.58863949,25.72376769,11.38784646,21.84422682,15.85137701,15.08394972,11.3928408,24.42782191,12.06311929,18.01562093,11.45848016,7.309134667,14.24246242,18.85003345,17.90853962,10.5404287,7.47999468,10.80741542,22.72554373,14.04960822,20.67972496,14.35152975,7.04482118,6.954263155
413,8.475833134,5.484090527,10.64568586,3.529946041,5.049897343,5.484090527,7.146579063,8.388103925,19.60880578,12.07497811,9.241834735,4.730534236,5.939575633,2.974940492,8.118314774,4.520191054,9.312705328,6.007709042,8.844606551,7.259670718,5.04032557,3.960580012,5.397829326,3.726168145,5.414358143,6.601484464,5.967364782,10.95075791,13.6530277,18.46653022,8.142836096,11.92794032,13.5464119,16.52177271,16.96286589,11.81036981,25.93827101,11.550752,22.18559088,15.94052674,15.18316414,11.55090455,24.77075767,12.29610387,18.19592826,11.66318204,7.453123483,14.43315413,19.09543914,18.11346097,10.751952,7.586154076,11.07930329,23.01640649,14.19655955,20.86787569,14.58611007,7.133194892,7.061021709
414,8.651723116,5.53503814,10.82585463,3.545039558,5.085715669,5.53503814,7.2184938,8.520742703,19.73127286,12.28910446,9.466511974,4.766904956,6.026550862,2.982714359,8.258641035,4.580174123,9.47730173,6.044172063,8.875785701,7.366884705,5.08237966,4.013114808,5.490338162,3.763526954,5.515948021,6.711098537,6.052309937,11.13342126,13.73941053,18.71640593,8.219991456,12.1549137,13.73696412,16.7223234,17.03604025,12.03165575,26.14879138,11.71494556,22.52611755,16.02474534,15.27956914,11.70487937,25.10502981,12.52975907,18.37714019,11.8683838,7.604145613,14.6178165,19.33226098,18.31013133,10.96371485,7.695240831,11.35892498,23.30394191,14.34557219,21.04825716,14.81579428,7.222363562,7.167692262
415,8.837081658,5.587526114,11.01190315,3.563501475,5.122915501,5.587526114,7.299561278,8.664898865,19.85032181,12.51444336,9.704626117,4.8064752,6.118795665,2.990737378,8.403351771,4.643541596,9.646451778,6.08036829,8.904907191,7.47946481,5.127934419,4.070410539,5.588179347,3.801061815,5.624764819,6.827758169,6.141905884,11.32688506,13.82005878,18.97124779,8.294554253,12.396519,13.92690575,16.92195056,17.10397492,12.26312876,26.35838745,11.88684888,22.87711604,16.10227926,15.37268466,11.85891268,25.43873008,12.77518225,18.56519386,12.08501486,7.770430673,14.80051714,19.5657073,18.50253614,11.18248925,7.812925614,11.65526376,23.59389972,14.49854801,21.22149984,15.04709443,7.315587376,7.278796753
416,9.030029897,5.641328221,11.20230039,3.584880029,5.161286599,5.641328221,7.388263419,8.818554462,19.9661072,12.74903478,9.953705464,4.848833541,6.215569026,2.999041734,8.551426917,4.710008901,9.819051748,6.116280635,8.932257017,7.596554503,5.176286689,4.131724278,5.690400147,3.839040767,5.739614592,6.950414791,6.235556893,11.528428,13.89545557,19.22901268,8.36675036,12.64932361,14.11561901,17.12012938,17.167229,12.50219351,26.56633785,12.06458481,23.23558622,16.17392485,15.46276474,12.01255325,25.77071024,13.02922052,18.75806101,12.31009651,7.94889254,14.9809646,19.79550051,18.69069851,11.40675598,7.937227414,11.96532426,23.88510331,14.65453128,21.38817903,15.27905077,7.411960082,7.393221568
417,9.228688968,5.696218232,11.39551531,3.608723456,5.200618719,5.696218232,7.483082147,8.979691545,20.07878364,12.99091871,10.21127831,4.893568555,6.316129931,3.007659611,8.701846408,4.77929147,9.993997918,6.151892011,8.958121173,7.717297253,5.226733314,4.196313095,5.796047829,3.877731847,5.859303396,7.078019829,6.332667237,11.73532877,13.96608402,19.48765745,8.436805647,12.90989489,14.30248609,17.31633503,17.22636156,12.74625467,26.77192119,12.24627618,23.59852798,16.24047847,15.55006342,12.16534987,26.09982204,13.28872099,18.95371337,12.54065002,8.136445092,15.15886741,20.02136303,18.87464152,11.63499586,8.066165218,12.28611109,24.17637608,14.81256627,21.54887001,15.51070356,7.510575429,7.509853098
418,9.431180007,5.751969918,11.59001688,3.634579996,5.24070162,5.751969918,7.582499384,9.146292165,20.1885057,13.2381351,10.47487296,4.940268815,6.419737364,3.016623192,8.853590181,4.851104731,10.17018656,6.187185328,8.982785654,7.840836532,5.278571136,4.263434064,5.904169659,3.917403095,5.982637284,7.209524713,6.432641187,11.94486608,14.03242727,19.74513898,8.504945986,13.17480021,14.4868892,17.51004268,17.28193169,12.9927169,26.97441609,12.43004584,23.96294118,16.3027365,15.63483474,12.3168513,26.42491722,13.55053076,19.15012271,12.77369666,8.330002207,15.33393411,20.24301729,19.05438825,11.86568969,8.197758017,12.61462886,24.46654143,14.97169727,21.70414806,15.74109305,7.610527165,7.627577729
419,9.635624149,5.80835705,11.78427409,3.661997884,5.281325057,5.80835705,7.684997053,9.316338372,20.29542798,13.48872393,10.74201772,4.988522896,6.52565031,3.025964661,9.005638172,4.925164114,10.34651397,6.222143499,9.006536457,7.966315809,5.331096999,4.332344255,6.013812905,3.958322549,6.108422314,7.343880871,6.534883016,12.15431861,14.09496843,19.99941413,8.571397249,13.44060695,14.66821052,17.70072751,17.33449846,13.23898489,27.17310118,12.61401662,24.32582571,16.36149529,15.71733275,12.46660633,26.74484754,13.81149693,19.34526077,13.00625771,8.526477762,15.50587324,20.4601857,19.2299618,12.09731827,8.330024798,12.94788219,24.75442276,15.13096853,21.85458847,15.9692595,7.71090904,7.74528185
420,9.84014253,5.8651534,11.97675588,3.690525358,5.32227879,5.8651534,7.78905708,9.487812217,20.39970508,13.74072518,11.01024087,5.037919372,6.633127755,3.035716203,9.156970317,5.001185049,10.5218764,6.256749436,9.029659575,8.092878553,5.383607745,4.402300743,6.124024831,4.000758248,6.235464539,7.480039732,6.638796995,12.36096505,14.15419062,20.24843976,8.636385307,13.70388248,14.84583228,17.88786469,17.38462095,13.4824633,27.36725508,12.79631136,24.68418145,16.4175512,15.79781148,12.61416373,27.05846476,14.06846662,19.53709928,13.23535445,8.722785635,15.67439334,20.67259069,19.40138525,12.32836242,8.460984551,13.28287571,25.03884347,15.28942434,22.00076652,16.19424316,7.8108148,7.861851848
421,10.04285628,5.922132739,12.16593124,3.719710656,5.363352576,5.922132739,7.893161385,9.658695751,20.50149156,13.99217882,11.27707072,5.088046818,6.741428682,3.045910002,9.30656655,5.078882965,10.69517014,6.290986049,9.052441005,8.219668235,5.435400218,4.472560598,6.233852706,4.04497823,6.362570015,7.616952724,6.743787395,12.56208411,14.21057698,20.49017274,8.700136031,13.96119417,15.01913665,18.07092939,17.43285826,13.7205568,27.55615641,12.97505291,25.03500827,16.4717006,15.87652497,12.75907228,27.36462062,14.31828693,19.72361,13.45800814,8.915839704,15.83920295,20.87995468,19.56868169,12.55730294,8.588656264,13.61661402,25.31862696,15.44610897,22.14325748,16.41508429,7.909338195,7.976174113
422,10.24188655,5.979068838,12.35026914,3.749102014,5.404336171,5.979068838,7.995791893,9.826971024,20.60094204,14.24112482,11.54003556,5.138493807,6.849812078,3.056578241,9.45340681,5.157973292,10.86529147,6.324836252,9.075166742,8.345828326,5.48577126,4.542380893,6.342343796,4.091250533,6.488544797,7.753571275,6.849258489,12.75495447,14.26461063,20.72256993,8.762875294,14.2091094,15.18750585,18.24939679,17.47976945,13.95067006,27.7390838,13.14836409,25.37530605,16.52473986,15.95372727,12.90088076,27.66216687,14.55780496,19.90276467,13.67124007,9.102553845,16.00001061,21.08200009,19.7318742,12.78262063,8.711058926,13.94610175,25.59259662,15.60006668,22.28263666,16.63082314,8.005572973,8.087135033
423,10.43535446,6.035735469,12.52823853,3.778247671,5.445019334,6.035735469,8.095430527,9.990620088,20.69821109,14.48560315,11.79666371,5.188848915,6.957536927,3.067753106,9.59647103,5.238171461,11.03113666,6.358282955,9.098122781,8.470502294,5.534017715,4.6110187,6.448545368,4.139843197,6.612194941,7.888846815,6.954614549,12.93685483,14.31677468,20.9435882,8.824828966,14.44419553,15.35032207,18.42274206,17.52591361,14.17020774,27.91531585,13.31436775,25.70207467,16.57746533,16.02967241,13.03913794,27.94995527,14.78386782,20.07253503,13.8720715,9.279841937,16.15652484,21.27844934,19.89098588,13.0027963,8.826211527,14.26834351,25.85957586,15.75034176,22.41947932,16.84049996,8.098612883,8.193620995
424,10.62138115,6.091906402,12.6983084,3.806695863,5.485191823,6.091906402,8.190559211,10.14762499,20.79345331,14.72365378,12.04448344,5.238700716,7.063862214,3.079466779,9.734739148,5.319192899,11.19160199,6.39130907,9.121595117,8.59283361,5.579436426,4.67773109,6.551504688,4.19102426,6.732326501,8.021730772,7.059259846,13.10506388,14.36755226,21.15118441,8.88622292,14.66301995,15.50696752,18.59044037,17.57184982,14.37657453,28.0841312,13.47118672,26.01231401,16.63067337,16.10461445,13.1733926,28.22683756,14.99332261,20.23089284,14.05752371,9.444617858,16.3084542,21.46902486,20.04603981,13.21631076,8.932133054,14.58034391,26.11838808,15.89597846,22.55436075,17.04315501,8.187551672,8.294518387
425,10.79808776,6.147355409,12.85894772,3.833994829,5.524643394,6.147355409,8.279659866,10.29596779,20.88682329,14.9533167,12.28102307,5.287637784,7.168046924,3.091751445,9.867191099,5.400753038,11.34558373,6.423897509,9.145869746,8.711965743,5.621324234,4.741775137,6.650269022,4.245061761,6.847745533,8.151174574,7.162598653,13.25686032,14.4174265,21.34331543,8.947283027,14.86215001,15.6568244,18.75196691,17.61813717,14.56717509,28.24480846,13.61694385,26.30302395,16.68516036,16.17880741,13.30319351,28.49166551,15.18301644,20.37580984,14.22461798,9.593795484,16.45550722,21.65344905,20.19705908,13.4216448,9.026842496,14.87910758,26.36785667,16.03602107,22.68785624,17.23782855,8.27148309,8.388713598
426,10.97042159,6.202027466,13.01178259,3.861449054,5.563632602,6.202027466,8.367457661,10.44178885,20.97589116,15.18147487,12.51385681,5.336859496,7.273342805,3.104653138,9.995182919,5.484615308,11.49528407,6.455763054,9.169299138,8.829790536,5.660832087,4.804967739,6.747072275,4.299721711,6.962100654,8.28073071,7.267309684,13.39627952,14.46106281,21.5202033,9.005935508,15.04710253,15.79775385,18.90536561,17.66098777,14.745279,28.39589363,13.75488297,26.57811448,16.73649474,16.24993167,13.42816017,28.74397001,15.35584531,20.50829557,14.37509485,9.733058883,16.59587978,21.82839509,20.34057542,13.6210013,9.112461491,15.17305072,26.6085857,16.17256611,22.81562351,17.42371476,8.35160295,8.477162146
427,11.14417739,6.256143435,13.15973252,3.8905248,5.60259429,6.256143435,8.459180702,10.59193541,21.0586826,15.41547309,12.75140925,5.387728431,7.383006838,3.118173971,10.12088527,5.572422584,11.64359526,6.486723924,9.19034573,8.948686078,5.699609179,4.869494324,6.844647821,4.353037321,7.079454236,8.414228634,7.376059923,13.52934825,14.49396828,21.68426371,9.060390624,15.22583638,15.9288639,19.04978613,17.6969779,14.91621078,28.53712468,13.88951504,26.84387563,16.78049226,16.31598145,13.54851222,28.98471003,15.51748465,20.63136249,14.51358017,9.870088161,16.72857534,21.99172559,20.47399464,13.81773328,9.192775919,15.47182832,26.84236627,16.30828073,22.93380406,17.60130783,8.429819501,8.561832276
428,11.31874741,6.309890914,13.30320649,3.921012965,5.641582648,6.309890914,8.554065325,10.74544978,21.13603551,15.65404403,12.99248427,5.440077973,7.49630586,3.132280244,10.24450003,5.663709454,11.79044877,6.516918189,9.209460459,9.068525206,5.737699731,4.935164763,6.942792133,4.405677428,7.199232963,8.551035225,7.488236042,13.65633229,14.51788853,21.83674403,9.111300299,15.39858208,16.05140706,19.18636224,17.72721284,15.08045754,28.66956819,14.02086357,27.10087729,16.81832016,16.37768154,13.66469874,29.21487938,15.66895074,20.74598666,14.64142315,10.00479126,16.85451384,22.14494715,20.59865096,14.01204677,9.268301132,15.77430322,27.06980235,16.44306519,23.04369885,17.77159795,8.506295144,8.643129463
429,11.49352391,6.363457503,13.44261351,3.952704449,5.68065187,6.363457503,8.651347865,10.90137427,21.20878779,15.89592035,13.23588573,5.493741502,7.612506706,3.146938257,10.36622906,5.758010512,11.93577603,6.54648392,9.227094266,9.189180762,5.775147963,5.001788921,7.041301686,4.458310868,7.320863521,8.690517362,7.603224712,13.77749744,14.5345692,21.97889159,9.159316457,15.56557014,16.16663585,19.31622769,17.75279789,15.23850637,28.79429076,14.14895206,27.34968937,16.85114571,16.43575677,13.77716877,29.4354719,15.81125987,20.85314419,14.75997299,10.13707611,16.97461519,22.28956638,20.7158786,14.20414781,9.339552483,16.07933823,27.29149787,16.57681973,23.14660885,17.93557535,8.581192278,8.721459188
430,11.66789918,6.417030802,13.57836259,3.985390149,5.719856145,6.417030802,8.750264656,11.05875121,21.27777735,16.13983471,13.48041751,5.548552401,7.730876214,3.162114311,10.48627426,5.854860347,12.0795085,6.575559187,9.243698091,9.310525586,5.811998093,5.069176668,7.139972953,4.511606477,7.443772595,8.832041924,7.720412605,13.89310949,14.5457559,22.11195374,9.205091023,15.72703106,16.27580277,19.44051623,17.77483833,15.39084435,28.91235899,14.27380404,27.59088176,16.88013616,16.49093194,13.88637137,29.64748141,15.94542829,20.95381115,14.87057889,10.26685065,17.08979934,22.42708987,20.8270118,14.39424244,9.407045324,16.38579618,27.5080568,16.70944461,23.24383501,18.09423024,8.654673304,8.797226927
431,11.84126546,6.470798411,13.71086272,4.018860965,5.759249665,6.470798411,8.850052034,11.21662292,21.34384209,16.38451979,13.72488349,5.604344051,7.850681219,3.177774704,10.60483749,5.953793552,12.22157762,6.604282059,9.259722873,9.432432515,5.848294341,5.137137872,7.238602407,4.566233093,7.567386871,8.97497579,7.839186393,14.00343421,14.55319428,22.23717782,9.249275922,15.88319535,16.38016033,19.56036164,17.79443945,15.5379586,29.02483946,14.395443,27.82502437,16.90645878,16.54393185,13.99275561,29.85190174,16.07247229,21.04896363,14.97459008,10.39402283,17.20098621,22.55902424,20.93338476,14.58253669,9.471295008,16.69253989,27.72008309,16.84084008,23.33667829,18.24855284,8.726900623,8.870838158
432,12.01301502,6.524947929,13.84052293,4.052907794,5.798886622,6.524947929,8.949946335,11.3740317,21.40781991,16.62870825,13.96808753,5.660949834,7.971188558,3.193885738,10.72212064,6.054344716,12.36191484,6.632790606,9.275619551,9.554774392,5.884080927,5.2054824,7.336986523,4.622859551,7.691133034,9.118685838,7.958932748,14.10873741,14.55862996,22.3558112,9.292523079,16.03429353,16.48096106,19.67689766,17.81270655,15.68033618,29.13279878,14.51389246,28.05268709,16.93128082,16.59548132,14.09677053,30.04972671,16.19340815,21.13957771,15.07335575,10.51850058,17.30909573,22.68687607,21.0363317,14.7692366,9.532816887,16.99843217,27.92818069,16.97090638,23.42643965,18.39953336,8.798036634,8.942698359
433,12.18254013,6.579666956,13.9677522,4.087321536,5.838821206,6.579666956,9.049183892,11.53001989,21.4705487,16.87113277,14.20883352,5.718203131,8.091665066,3.210413713,10.83832557,6.156048431,12.50045161,6.661222899,9.291839066,9.677424055,5.919402071,5.27402012,7.434921773,4.682154689,7.814437769,9.262538947,8.079038341,14.20928485,14.56380856,22.4691012,9.335484419,16.18055609,16.57945744,19.79125806,17.83074491,15.81846421,29.23730352,14.62917593,28.27443983,16.95576955,16.64630515,14.19886519,30.24195014,16.30925213,21.22662947,15.1682251,10.64019183,17.41504782,22.81215198,21.13718686,14.9545482,9.592126314,17.30233586,28.13295355,17.09954376,23.51442006,18.54816202,8.868243738,9.013213007
434,12.34923305,6.635143091,14.09295954,4.121893089,5.87910761,6.635143091,9.147001042,11.68362978,21.53286638,17.110526,14.44592531,5.775937325,8.21137758,3.227324929,10.95365416,6.258439289,12.63711938,6.689717007,9.308832357,9.800254343,5.954301991,5.342560901,7.532204631,4.744787342,7.936727761,9.405901996,8.198889845,14.30534234,14.57047572,22.57829518,9.378811867,16.32221356,16.67690201,19.90457659,17.84965983,15.95282978,29.33942029,14.74131692,28.49085248,16.98109221,16.69712816,14.29948865,30.42956587,16.42102052,21.311095,15.26054736,10.75900454,17.51976242,22.93635856,21.23728444,15.13867754,9.649738641,17.60311377,28.33500563,17.22665247,23.60192047,18.69542903,8.937684336,9.082787581
435,12.51248604,6.691563935,14.21655396,4.156413351,5.919800025,6.691563935,9.242634119,11.83390372,21.59561084,17.34562062,14.67816679,5.833985797,8.329592937,3.244585686,11.06830829,6.361051879,12.77184959,6.718411001,9.327050363,9.923138098,5.988824908,5.410914611,7.628631572,4.811426347,8.057429696,9.548141864,8.317873931,14.39717566,14.58037706,22.6846405,9.423157346,16.45949643,16.77454727,20.01798701,17.87055659,16.08391998,29.44021567,14.85033894,28.70249495,17.00841608,16.74867516,14.39908997,30.61356771,16.52972958,21.39395038,15.35167172,10.87484662,17.62415945,23.06100242,21.33795867,15.32183064,9.706169222,17.89962872,28.53494088,17.35213276,23.69024184,18.8423246,9.006520827,9.151827558
436,12.67169137,6.749117086,14.33894445,4.190673221,5.960952641,6.749117086,9.335319459,11.979884,21.65961998,17.57514929,14.90436182,5.892181929,8.445577971,3.262162284,11.18248983,6.463420794,12.90457369,6.74744295,9.346944024,10.04594816,6.023015041,5.478891117,7.723999068,4.882740541,8.175970259,9.688625429,8.435377271,14.4850506,14.59525822,22.78938448,9.469172783,16.59263522,16.87364573,20.13262308,17.89454048,16.2122219,29.54075626,14.95626551,28.90993713,17.0389084,16.80167094,14.4981182,30.7949495,16.6363956,21.47617171,15.44294739,10.98762604,17.72915885,23.18759016,21.44054377,15.50421354,9.761933407,18.19074354,28.73336326,17.47588489,23.78068513,18.98983896,9.074915613,9.220738417
437,12.82624131,6.807990144,14.46054003,4.224463598,6.002619651,6.807990144,9.424293397,12.12061296,21.72573172,17.79784468,15.12331429,5.950359103,8.55859952,3.280021024,11.29640066,6.565080624,13.03522313,6.776950924,9.368964281,10.16855736,6.056916609,5.546300288,7.818103593,4.95939876,8.291776136,9.826719571,8.550786537,14.56923294,14.61686481,22.89377449,9.517510102,16.72186043,16.9754499,20.24961855,17.9227168,16.33822263,29.64210865,15.05912012,29.11374892,17.07373645,16.85684033,14.5970224,30.97470506,16.74203485,21.55873505,15.53572358,11.09725071,17.83568054,23.31762838,21.54637397,15.68603228,9.817546551,18.47532105,28.93087671,17.59780909,23.8745513,19.13896232,9.143031093,9.289925634
438,12.97552812,6.868370709,14.5817497,4.25757538,6.044855246,6.868370709,9.508792267,12.2551329,21.79478394,18.01243947,15.33382806,6.0083507,8.66792442,3.298128205,11.41024266,6.665565961,13.16372935,6.807072994,9.393562071,10.29083855,6.090573832,5.612951992,7.910741621,5.04206984,8.404274011,9.961791168,8.663488401,14.64998848,14.64694248,22.99905786,9.568821228,16.84740258,17.0812123,20.37010719,17.95619083,16.46240928,29.74533944,15.1589263,29.31450023,17.11406747,16.91490812,14.69625163,31.15382821,16.8476636,21.6426165,15.6313495,11.20362858,17.94464446,23.45262369,21.65678348,15.8674929,9.873524006,18.75222406,29.12808519,17.71780562,23.97314131,19.29068488,9.211029668,9.359794687
439,13.11992254,6.929240497,14.69894319,4.290421047,6.087185294,6.929240497,9.589051807,12.38324602,21.8625207,18.22195336,15.5380304,6.066555597,8.775788064,3.316717414,11.52219391,6.767232151,13.28961329,6.837122431,9.419294219,10.4119289,6.122472351,5.678630165,8.001456001,5.127687156,8.513823627,10.09459688,8.775280705,14.72046446,14.67712398,23.09389427,9.619501514,16.96219444,17.18285,20.48613839,17.98846973,16.57746281,29.84170881,15.25047594,29.50230068,17.15527947,16.97175989,14.79290329,31.32549376,16.94166908,21.71718881,15.72005466,11.30239008,18.05130983,23.58646163,21.76583724,16.04633631,9.924318042,19.02401797,29.31835078,17.83337319,24.06981063,19.43896978,9.276687352,9.426908213
440,13.26042226,6.989635488,14.80897839,4.323547471,6.129193999,6.989635488,9.666142707,12.50593986,21.9248341,18.43010381,15.7388991,6.125467327,8.884701353,3.335994841,11.6306803,6.872347723,13.41260302,6.866428648,9.444563811,10.53135448,6.151448343,5.743401762,8.090150672,5.213200806,8.621369135,10.22644412,8.888204674,14.77533659,14.69920877,23.16852275,9.666137634,17.06078778,17.27295557,20.59053391,18.01347147,16.6774603,29.92354389,15.32993573,29.66925758,17.19261389,17.02352753,14.88432876,31.48352984,17.0143434,21.77349927,15.79309822,11.39044852,18.15111647,23.71286415,21.86760496,16.22066474,9.965259814,19.29391947,29.49609065,17.94278308,24.15814458,19.57821552,9.338180922,9.488264177
