wl,F001,F003,F006,F008,F009,F013,F017,F021,F023,F024,F028,F030,F032,F036,F039,F042,F044,F045,F047,F049,F052,F053,F054,F058,F059,F063,F064,M004,M005,M010,M011,M012,M014,M015,M016,M018,M019,M020,M022,M025,M026,M029,M031,M033,M034,M037,M038,M040,M041,M043,M046,M048,M050,M055,M056,M057,M060,M061,M062
610,19.46460535,29.69371882,26.74668442,15.52198821,20.51531818,29.69371882,27.48483826,23.17553588,39.13220658,33.81492586,33.29445327,30.39918603,19.56190451,11.7152829,33.04017535,23.56662776,15.03565265,11.71033257,20.14081217,33.29814675,22.02646847,24.09213898,22.17498274,21.70517272,24.02196427,25.96040943,24.66901071,20.8584731,27.22052104,45.27921226,17.79147406,37.04641465,39.31671517,34.91569074,31.5874257,25.43476328,40.56638632,24.12999155,52.72427613,22.44138702,25.97513941,26.59168465,45.00465814,21.53949282,24.85727281,35.85139147,26.33363096,25.29662862,38.19355928,31.74170146,27.9258181,23.16164497,27.50684212,49.81826956,27.88981207,43.05965861,28.14341204,20.10099982,20.8180342
611,19.39441633,29.66314229,26.68482339,15.57247373,20.53567956,29.66314229,27.55259823,23.13725877,39.10863347,33.70678978,33.2792815,30.4004136,19.5372105,11.72916198,33.0128167,23.57159865,14.96590465,11.66162794,20.08833567,33.23700046,22.08506462,24.08087301,22.17393542,21.6586085,23.99256278,25.83213203,24.71927533,20.76802041,27.02938695,45.22565379,17.72511415,37.06987826,39.30345438,34.76582955,31.47513846,25.35480873,40.46059464,24.04672116,52.53820384,22.32115137,25.82795739,26.49718198,44.9207237,21.13042511,24.4365794,35.67491454,26.24608009,25.14465085,38.10166075,31.54897582,27.7788609,23.10234543,27.33829696,49.68282115,27.79285473,43.01317155,28.0215067,20.07092679,20.73942217
612,19.32459392,29.63154372,26.62256515,15.62111573,20.55531981,29.63154372,27.61704749,23.09820615,39.08235732,33.59782735,33.26130747,30.40084794,19.51229939,11.74426959,32.9861024,23.57719984,14.89815323,11.61555093,20.03595048,33.17714728,22.14303908,24.06915678,22.17241668,21.61360495,23.96289106,25.70555086,24.76966318,20.67659088,26.84350405,45.16698658,17.66015726,37.08884867,39.2872009,34.61589892,31.36292373,25.27369346,40.35249786,23.96333119,52.35017959,22.20255265,25.68366111,26.40171997,44.83346171,20.72276003,24.01590176,35.49955542,26.15903054,24.99496465,38.01056378,31.35951311,27.63482925,23.04423278,27.17316323,49.54684068,27.69646319,42.96566048,27.90136217,20.04122514,20.66256908
613,19.2553396,29.5990549,26.56018438,15.66779043,20.57426192,29.5990549,27.67776732,23.05844747,39.05335574,33.48836079,33.24058801,30.40066694,19.48723276,11.76099764,32.96051109,23.58379923,14.83274901,11.57254857,19.98401367,33.11923198,22.20052819,24.0572698,22.17067047,21.57068247,23.93319466,25.58118331,24.82032052,20.58445822,26.66376714,45.10303402,17.59694019,37.10297522,39.26796916,34.46644715,31.25139047,25.19137506,40.24209246,23.8799653,52.16065798,22.08579255,25.5431044,26.3054938,44.74287913,20.31723885,23.59598526,35.32629133,26.0731492,24.84818234,37.92096352,31.17427843,27.49440007,22.98795015,27.0120735,49.41089988,27.60109865,42.91764288,27.78337479,20.01231728,20.58812286
614,19.18621787,29.56530747,26.4965203,15.71214369,20.59288191,29.56530747,27.73615979,23.01731008,39.02222368,33.37697581,33.21646945,30.39944286,19.46155956,11.77853159,32.93727155,23.59182695,14.76926594,11.53207862,19.93189347,33.06385014,22.25771581,24.04428889,22.16833323,21.52895497,23.90350566,25.45757973,24.87201528,20.4867732,26.48907445,45.03206275,17.53601901,37.11089732,39.24684194,34.31608708,31.13880394,25.10792998,40.12830844,23.79542668,51.96622557,21.97005374,25.4029528,26.20772677,44.64860285,19.90797485,23.17050264,35.14963366,25.98469138,24.70299616,37.83374799,30.99144526,27.35702438,22.9308109,26.85415078,49.27310935,27.50559286,42.86901483,27.66785356,19.98340469,20.51470404
615,19.11667261,29.52987696,26.43041838,15.75407945,20.61143981,29.52987696,27.79374471,22.97422132,38.98942995,33.26227207,33.18840809,30.39665948,19.43487158,11.7958218,32.91675663,23.60117949,14.70699155,11.49322883,19.87871605,33.01070069,22.31458087,24.02921377,22.16485805,21.48716643,23.87356998,25.33307423,24.92514169,20.37965009,26.31757953,44.95301383,17.47741381,37.11203413,39.22460257,34.16317388,31.02318913,25.02346906,40.01036644,23.70866761,51.76384742,21.85449719,25.25977015,26.10760417,44.55038404,19.48981165,22.73397014,34.96442184,25.89015486,24.55774058,37.74877965,30.80855686,27.22151765,22.87013181,26.69802338,49.13141851,27.40855844,42.8191123,27.55456864,19.95341629,20.44054664
616,19.04672443,29.49281104,26.36216265,15.79386097,20.62978474,29.49281104,27.85027993,22.92940064,38.95476292,33.1445927,33.15662574,30.39236192,19.40729474,11.81290756,32.89816108,23.61142422,14.64584687,11.45589121,19.82447535,32.95908336,22.37095225,24.01220832,22.16021373,21.44528238,23.84320399,25.20785988,24.97928549,20.26480789,26.14906019,44.86672225,17.42065735,37.10720463,39.20081635,34.00786935,30.90479456,24.93800155,39.88869887,23.62005534,51.55454584,21.73929198,25.11425778,26.00526421,44.44841606,19.064586,22.28839837,34.77212504,25.79057026,24.41249126,37.66521526,30.62563304,27.0876034,22.80656112,26.54358187,48.98615732,27.3101278,42.76761264,27.44310803,19.9223657,20.36571884
617,18.97639392,29.45415736,26.29203718,15.83175152,20.6477658,29.45415736,27.9055233,22.88306749,38.91801099,33.02428083,33.12134419,30.38659531,19.37895494,11.82982816,32.88067963,23.62212851,14.58575292,11.41995782,19.76916533,32.90829789,22.42665883,23.99343641,22.15436912,21.40326831,23.81222403,25.08212974,25.03403245,20.14396561,25.98329423,44.77402306,17.36528237,37.09722783,39.17504853,33.85033531,30.78386875,24.85153666,39.76373817,23.52995717,51.33934314,21.62460724,24.96711699,25.90084512,44.34289227,18.63413468,21.83579794,34.57421248,25.68696821,24.26732385,37.58221158,30.44269358,26.95500518,22.74074711,26.3907168,48.83765573,27.21043337,42.71419318,27.33305976,19.89026649,20.29028882
618,18.90570167,29.41396358,26.220326,15.86801438,20.66523208,29.41396358,27.95923266,22.83544132,38.87896256,32.90167958,33.08278524,30.37940478,19.34997807,11.84662288,32.86350704,23.63285972,14.5266307,11.38532068,19.71277993,32.85764401,22.4815295,23.97306193,22.14729304,21.36108973,23.78044647,24.95607688,25.08896831,20.01884224,25.82005943,44.67575125,17.31082162,37.0829227,39.14686441,33.69073357,30.66066022,24.76408364,39.63591676,23.43874036,51.11926163,21.51061204,24.81904909,25.7944851,44.23400601,18.20029445,21.37817944,34.37215334,25.58037934,24.122314,37.49892538,30.25975825,26.82344651,22.67333802,26.23931872,48.6862437,27.10960758,42.65853127,27.22401185,19.85713228,20.21432474
619,18.83466828,29.37227737,26.14731318,15.90291279,20.6820327,29.37227737,28.01116585,22.78674157,38.83740601,32.7771321,33.04117069,30.37083544,19.32049003,11.863331,32.84583804,23.64318523,14.46840125,11.35187183,19.6553131,32.80642147,22.53539315,23.95124876,22.13895431,21.31871215,23.74768766,24.82989436,25.14367884,19.89115677,25.65913359,44.57274186,17.25680786,37.06510822,39.11582926,33.52922595,30.53541751,24.67565173,39.50566707,23.3467722,50.8953236,21.39747549,24.67075538,25.68632237,44.12195066,17.76490208,20.91755348,34.16741684,25.47183427,23.97753739,37.41451344,30.07684686,26.69265094,22.60498212,26.08927818,48.53225118,27.00778283,42.60030425,27.11555233,19.82297666,20.13789479
620,18.76331435,29.32914638,26.07328275,15.93671005,20.69801674,29.32914638,28.06108074,22.73718769,38.79312975,32.6509815,32.99672232,30.36093243,19.29061673,11.8799918,32.82686738,23.65267241,14.41098556,11.3195033,19.59675878,32.75392999,22.58807865,23.92816077,22.12932177,21.27610109,23.71376396,24.70377526,25.19774978,19.7626282,25.50029452,44.4658299,17.20277383,37.04460339,39.08150836,33.36597426,30.40838913,24.58625015,39.37342154,23.25441996,50.66855136,21.2853667,24.52293718,25.57649513,44.00691956,17.32979434,20.45593067,33.96147216,25.36236363,23.83306965,37.32813251,29.89397919,26.56234199,22.53632766,25.94048575,48.37600814,26.90509156,42.53918945,27.00726922,19.78781323,20.06106713
621,18.69166047,29.28461828,25.99851876,15.9696694,20.71303332,29.28461828,28.10873515,22.68699913,38.74592216,32.52357091,32.94966195,30.34974086,19.26048406,11.89664458,32.80578981,23.66088863,14.35430468,11.28810714,19.53711093,32.69946931,22.6394149,23.90396184,22.11836424,21.23322205,23.67849173,24.57791263,25.2507669,19.63497553,25.34332001,44.35585039,17.14825229,37.0222272,39.04346698,33.20114032,30.2798236,24.49588814,39.23961259,23.16205092,50.43996723,21.17445476,24.37629579,25.46514159,43.88910608,16.896808,19.99532162,33.7557885,25.25299804,23.68898645,37.23893937,29.71117503,26.43224321,22.4680229,25.79283197,48.21784451,26.80166618,42.47486421,26.89875054,19.75165559,19.98390995
622,18.61972724,29.23874072,25.92330527,16.00205412,20.72693153,29.23874072,28.15388695,22.63639534,38.69557164,32.39524346,32.90021136,30.33730586,19.23021793,11.91332861,32.78180007,23.66740125,14.2982796,11.25757537,19.47636349,32.64233917,22.68923077,23.87881586,22.10605056,21.19004053,23.64168732,24.45249954,25.30231595,19.50991775,25.18798786,44.24363836,17.09277599,36.99879862,39.00127039,33.03488593,30.14996946,24.40457493,39.10467264,23.07003236,50.2105935,21.06490878,24.23153252,25.35239997,43.76870357,16.46777983,19.53773691,33.55183507,25.14476813,23.54536344,37.14609079,29.52845416,26.30207813,22.4007161,25.64620739,48.05809027,26.69763913,42.40700588,26.78958431,19.71451734,19.90649142
623,18.54753524,29.19156138,25.84792632,16.03412747,20.73956048,29.19156138,28.19629397,22.58559575,38.64186659,32.26634229,32.84859235,30.32367256,19.19994423,11.93008318,32.75409291,23.67177766,14.24283135,11.22780002,19.41451041,32.58183931,22.73735515,23.8528867,22.09234954,21.14652205,23.60316708,24.32772906,25.35198267,19.38917387,25.03407587,44.13002881,17.03587767,36.97513664,38.95448389,32.86737292,30.01907522,24.31231977,38.96903413,22.97873155,49.98145249,20.95689784,24.08934868,25.23840849,43.64590539,16.04454659,19.08518716,33.35108105,25.03870453,23.40227628,37.04874353,29.34583638,26.17157028,22.33505552,25.50050257,47.89707537,26.59314281,42.33529179,26.67935855,19.67641208,19.8288797
624,18.47510509,29.1431279,25.77266597,16.06615272,20.75076927,29.1431279,28.23571407,22.53481983,38.58459539,32.13721051,32.79502671,30.30888607,19.16978886,11.94694757,32.72186306,23.67358521,14.18788095,11.19867315,19.35154563,32.51726946,22.78361693,23.82633823,22.07723003,21.10263211,23.56274739,24.20379426,25.39935283,19.27446288,24.88136183,44.01585677,16.9770901,36.95206026,38.90267274,32.6987631,29.88738941,24.21913187,38.83312949,22.88851578,49.7535665,20.85059106,23.95044557,25.12330534,43.5209049,15.62894505,18.63968297,33.15499566,24.93583786,23.25980062,36.94605436,29.16334147,26.0404432,22.27168942,25.35560807,47.73512976,26.48830967,42.25939928,26.56766129,19.63735341,19.75114299
625,18.40245737,29.09348795,25.69780825,16.09839314,20.76040699,29.09348795,28.27190508,22.48428702,38.52354643,32.00819125,32.73973626,30.29299154,19.13987773,11.96396107,32.68430527,23.67239128,14.13334941,11.17008677,19.28746312,32.44792936,22.827845,23.79933435,22.06066084,21.05833622,23.52024458,24.08088819,25.44401218,19.16750378,24.72962354,43.90195727,16.91594601,36.93038845,38.84540223,32.52921828,29.75516054,24.12502049,38.69739113,22.79975231,49.52795783,20.74615753,23.81552451,25.00722875,43.39389545,15.22281198,18.20323495,32.96504809,24.83719874,23.11801213,36.83718005,28.98098921,25.90842043,22.21126606,25.21141444,47.5725834,26.38327211,42.17900569,26.45408055,19.59735491,19.67334944
626,18.32944078,29.04157523,25.62222865,16.12991248,20.76872488,29.04157523,28.30654734,22.43486669,38.45874719,31.87769363,32.68165008,30.27519196,19.10984121,11.98124377,32.64204647,23.66884958,14.07952694,11.14264129,19.22194078,32.37457219,22.87053109,23.77135233,22.04269184,21.01347384,23.47561988,23.95812955,25.48751618,19.06479001,24.57887462,43.78667206,16.85284942,36.90852448,38.78293902,32.35668606,29.6204245,24.03084796,38.56134267,22.71300285,49.30265163,20.643154,23.68241348,24.88858175,43.26249934,14.83412498,17.78290028,32.77788466,24.74149955,22.97598015,36.72272004,28.79726912,25.7753323,22.15321703,25.06751606,47.40787344,26.27691711,42.09415406,26.33898552,19.55612949,19.59519787
627,18.25591585,28.9865404,25.54475134,16.15971015,20.77606065,28.9865404,28.3411775,22.38696746,38.3904466,31.74412817,32.61972236,30.25483722,19.07926388,11.99882848,32.59639644,23.66390795,14.02670014,11.11689338,19.15473476,32.29850123,22.91222642,23.74181184,22.02338838,20.96795243,23.42903124,23.83463652,25.53147787,18.96181891,24.42934262,43.66784415,16.78860766,36.88437064,38.71594977,32.17942661,29.48141231,23.93724985,38.42414845,22.6282836,49.07503271,20.54106125,23.54869434,24.76604151,43.12469972,14.46686352,17.38177444,32.5893543,24.64661569,22.83290518,36.60400543,28.61099856,25.64133377,22.09636559,24.92370989,47.23945014,26.16824996,42.00520003,26.22308881,19.51343287,19.51637378
628,18.18192093,28.92875651,25.46558345,16.18795297,20.78239319,28.92875651,28.37533791,22.34011764,38.31876529,31.60784017,32.55421247,30.23219274,19.04820299,12.01662357,32.54757422,23.65757497,13.97478456,11.09266945,19.08595627,32.21984135,22.95284905,23.71079033,22.00274249,20.92183953,23.38059014,23.71060144,25.57556935,18.85881527,24.2811262,43.54556036,16.72335849,36.85799445,38.64459972,31.99807062,29.33866521,23.84389525,38.28570206,22.54514357,48.84516283,20.43993443,23.41469926,24.64015735,42.98123124,14.11686715,16.99592547,32.39973007,24.55232239,22.6890596,36.48129046,28.42268911,25.50663534,22.04044748,24.78019035,47.06766311,26.05758053,41.91228983,26.10649353,19.46934294,19.43692543
629,18.10749435,28.86859662,25.38493212,16.21480772,20.78770139,28.86859662,28.40857091,22.29384553,38.24382389,31.46917492,32.4853798,30.20752393,19.01671576,12.03453742,32.49579884,23.64985922,13.92369578,11.06979593,19.01571658,32.13871741,22.99231703,23.67836526,21.98074622,20.87520268,23.33040807,23.58621662,25.61946271,18.75600389,24.13432404,43.41990752,16.65723967,36.82946343,38.56905414,31.81324876,29.19272446,23.75045321,38.14589708,22.46313183,48.61310378,20.33982869,23.28076042,24.51147861,42.83282855,13.77997543,16.6214214,32.20928504,24.45839484,22.54471578,36.35482939,28.23285231,25.37144747,21.98519843,24.63715185,46.89286195,25.94521869,41.8155697,25.98930279,19.4239376,19.35690108
630,18.03267446,28.80643378,25.30300446,16.24044121,20.79196411,28.80643378,28.44041885,22.24767943,38.16574303,31.3284777,32.41348373,30.18109621,18.98485941,12.05247838,32.44128934,23.64076926,13.87334935,11.04809923,18.94412692,32.05525428,23.03054842,23.64461409,21.95739159,20.82810942,23.2785965,23.46167439,25.66283007,18.65360957,23.98903479,43.29097245,16.59038895,36.7988451,38.48947826,31.62559172,29.0441313,23.65659282,38.00462711,22.3817974,48.37891734,20.24079919,23.14720998,24.38055466,42.68022629,13.45202793,16.25433026,32.01829228,24.36460827,22.4001461,36.22487645,28.04199975,25.23598064,21.93035416,24.49478881,46.71539627,25.83147432,41.71518587,25.87161971,19.37729472,19.27634898
631,17.95749959,28.74264107,25.22000762,16.26502023,20.79516025,28.74264107,28.47042408,22.20114766,38.08464333,31.1860938,32.33878364,30.15317499,18.95269119,12.07035483,32.38426476,23.63031368,13.82366086,11.02740578,18.87129854,31.96957683,23.0674613,23.60961428,21.93267066,20.78062729,23.22526693,23.33716708,25.70534352,18.55185711,23.84535712,43.158842,16.52294408,36.76620697,38.40603733,31.43573019,28.89342698,23.56198313,37.86178571,22.30068932,48.14266528,20.14290109,23.01438009,24.24793481,42.52415912,13.12886421,15.8907201,31.82702486,24.2707379,22.25562294,36.0916859,27.85064298,25.10044534,21.87565041,24.35329563,46.53561568,25.7166573,41.61128458,25.75354742,19.3294922,19.19531738
632,17.88200809,28.67759153,25.13614872,16.28871157,20.79726868,28.67759153,28.49812895,22.15377851,38.00064541,31.04236851,32.26153893,30.12402569,18.92026831,12.08807514,32.32494412,23.61850104,13.77454586,11.007542,18.79734267,31.88180993,23.1029737,23.57344328,21.90657546,20.73282382,23.17053084,23.212887,25.74667517,18.45097131,23.70338971,43.02360298,16.45504283,36.73161657,38.3188966,31.24429484,28.74115275,23.46629324,37.71726647,22.21935663,47.90440938,20.04618953,22.88260293,24.11416843,42.36536167,12.80632381,15.52665894,31.63575586,24.17655892,22.11141867,35.95551198,27.65929357,24.96505205,21.82082291,24.21286675,46.35386979,25.6010775,41.50401206,25.63518903,19.28060793,19.11385453
633,17.80623831,28.61165824,25.05163489,16.31168204,20.79826828,28.61165824,28.52307579,22.10510029,37.9138699,30.89764713,32.18200897,30.09391372,18.88764802,12.10554769,32.26354647,23.60533993,13.72591992,10.98833431,18.72237056,31.79207845,23.13700371,23.53617855,21.87909803,20.68476657,23.1144997,23.08902648,25.7864971,18.35117697,23.56323122,42.88534224,16.38682293,36.69514141,38.22822132,31.05191635,28.58784986,23.36919219,37.57096298,22.13734836,47.66421142,19.95071967,22.75221066,23.97980485,42.20456859,12.48024631,15.15821482,31.44475834,24.08184656,21.96780567,35.81660894,27.46846309,24.83001124,21.76560739,24.07369656,46.17050819,25.48504479,41.39351456,25.51664765,19.23071979,19.03200869
634,17.73022858,28.54521424,24.96667326,16.33409843,20.79813792,28.54521424,28.54480696,22.0546413,37.82443742,30.75227493,32.10045314,30.06310449,18.85488753,12.12268083,32.20029084,23.59083892,13.67769861,10.96960914,18.64649346,31.70050725,23.16946938,23.49789755,21.8502304,20.63652307,23.057285,22.96577785,25.82448144,18.25269889,23.42498031,42.74414659,16.31842216,36.65684902,38.13417675,30.85922542,28.43405955,23.27034907,37.42276882,22.05421356,47.42213318,19.85654666,22.62353544,23.84539341,42.04251454,12.14647126,14.78145578,31.25430537,23.98637602,21.82505631,35.67523103,27.2786631,24.6955334,21.7097396,23.93597949,45.98588051,25.36886904,41.2799383,25.3980264,19.17990568,18.94982811
635,17.65401724,28.47863259,24.88147095,16.35612754,20.7968565,28.47863259,28.56286481,22.00192986,37.73246861,30.60659722,32.01713083,30.03186343,18.82204407,12.13938293,32.13539626,23.57500658,13.62979749,10.9511929,18.56982259,31.6072212,23.20028876,23.45867774,21.81996463,20.58816085,22.99899823,22.84333343,25.86030027,18.15576186,23.28873566,42.60010287,16.24997826,36.61680691,38.03692812,30.66685272,28.28032309,23.16943295,37.27257757,21.96950125,47.17823643,19.76372566,22.49690944,23.71148346,41.87993416,11.80083822,14.39244985,31.06467003,23.88992253,21.68344298,35.53163249,27.09040518,24.561829,21.65295524,23.79990994,45.80033634,25.25286014,41.16342953,25.27942841,19.12824348,18.86736105
636,17.57764263,28.41228637,24.7962351,16.37793617,20.79440289,28.41228637,28.57679168,21.94649425,37.63808409,30.46095927,31.93230142,30.00045595,18.78917489,12.15556238,32.06908177,23.55785149,13.58213215,10.93291201,18.49246922,31.51234517,23.22937992,23.41859656,21.78829273,20.53974746,22.93975087,22.72188554,25.89362571,18.0605907,23.15459593,42.4532979,16.181629,36.57508261,37.93664068,30.47542893,28.12718171,23.0661129,37.12028281,21.88276049,46.93258297,19.67231182,22.37266482,23.57862435,41.7175621,11.43918675,13.98726507,30.87612537,23.79226128,21.54323805,35.38606757,26.90420087,24.42910853,21.59499007,23.66568234,45.61422529,25.13732796,41.04413448,25.16095679,19.07581108,18.78465576
637,17.50114311,28.34654862,24.71117284,16.3996911,20.79075596,28.34654862,28.58612991,21.8878628,37.54140447,30.31570638,31.8462243,29.96914746,18.7563372,12.17112754,32.00156641,23.53938222,13.53461813,10.9145929,18.41454456,31.41600402,23.25666092,23.37773149,21.75520677,20.49135043,22.8796544,22.60162651,25.92412984,17.9674102,23.02265979,42.30381853,16.11351211,36.53174363,37.8334797,30.28558474,27.97517667,22.96005799,36.96577813,21.7935403,46.68523455,19.58236029,22.25113375,23.44736541,41.556133,11.0573564,13.56196947,30.68894448,23.69316751,21.40471389,35.23879051,26.72056176,24.29758246,21.53557982,23.53349109,45.42789697,25.02258237,40.92219939,25.04271465,19.02268636,18.70176049
638,17.424557,28.28179241,24.62649128,16.42155915,20.7858946,28.28179241,28.59042186,21.82556379,37.4425504,30.17118383,31.75915885,29.93820338,18.72358823,12.18598677,31.93306921,23.51960735,13.48717101,10.89606199,18.33615988,31.31832264,23.28204982,23.33615997,21.72069877,20.44303732,22.8188203,22.48274866,25.95148478,17.87644515,22.8930259,42.15175157,16.04576537,36.48685749,37.7276104,30.09795083,27.8248492,22.85093729,36.8089571,21.70138972,46.43625297,19.49392623,22.1326484,23.31825598,41.39638152,10.65118675,13.11263109,30.50340043,23.59241641,21.26814289,35.09005557,26.5399994,24.16746127,21.4744602,23.40353062,45.24170099,24.90893325,40.79777049,24.92480512,18.96894723,18.61872349
639,17.34735987,28.21681307,24.54119139,16.4431532,20.77966405,28.21681307,28.59094804,21.76159745,37.33987881,30.02520289,31.6685808,29.90705939,18.69058323,12.19983353,31.86262783,23.49772453,13.43985199,10.87750491,18.25587666,31.21780089,23.30540209,23.29313521,21.68424558,20.3939503,22.75624401,22.36407884,25.97619104,17.78642031,22.76607654,41.99691883,15.97690253,36.43961162,37.61602321,29.90910146,27.6732539,22.73954938,36.64977963,21.60769393,46.18522477,19.40672007,22.01644173,23.18680382,41.23541171,10.2252966,12.64326459,30.31810562,23.4893969,21.13200848,34.93821063,26.36031222,24.03726655,21.41185269,23.2749975,45.05450176,24.79499752,40.66930883,24.80593277,18.91348866,18.53437397
640,17.26912481,28.15028451,24.45430738,16.46398468,20.77199223,28.15028451,28.58916597,21.69796588,37.23205927,29.87577436,31.57233869,29.87498578,18.65700283,12.21255927,31.78933188,23.47315732,13.39281495,10.85926251,18.17251412,31.11323972,23.32671482,23.2480233,21.64547547,20.34339164,22.6910754,22.24453273,25.9990177,17.69608226,22.64200537,41.83905338,15.90569529,36.38931713,37.49635576,29.71581711,27.51762453,22.62685243,36.48833221,21.51398232,45.93176213,19.32046369,21.90156301,23.0490551,41.07024257,9.787739589,12.1612173,30.13171497,23.38392041,20.99489007,34.78180907,26.17931078,23.90569053,21.34823332,23.14708426,44.86506736,24.6794064,40.5355613,24.68505149,18.85542304,18.44781062
641,17.19003641,28.08239762,24.36609627,16.48406819,20.7629821,28.08239762,28.58488351,21.63420021,37.11968138,29.72354287,31.47125108,29.84199993,18.62294242,12.22436933,31.71347834,23.44625316,13.3461145,10.84139401,18.08657015,31.00521555,23.34611852,23.20107108,21.60460758,20.291669,22.62365766,22.12443591,26.02003968,17.60568855,22.52062818,41.67810898,15.83266831,36.33622703,37.36974416,29.51903776,27.35877118,22.51275496,36.32469832,21.42002029,45.67596527,19.23522942,21.7880688,22.90636678,40.90148109,9.339507497,11.66755624,29.9445653,23.27639594,20.85720396,34.62141335,25.99752488,23.77319966,21.28371971,23.01997923,44.67360293,24.56249123,40.39710295,24.56263838,18.79515433,18.359486
642,17.11027932,28.01334331,24.27681508,16.50341833,20.75273662,28.01334331,28.57790849,21.56983155,37.00333473,29.56915304,31.36613656,29.80811918,18.58849738,12.23546903,31.63536418,23.41735951,13.29980524,10.82395864,17.99854262,30.89430481,23.36374367,23.15252534,21.56186105,20.23909,22.55433395,22.00411395,26.03933191,17.51549672,22.40176075,41.51403937,15.75834621,36.28059438,37.23732451,29.31970341,27.19750389,22.39716545,36.15896147,21.3255732,45.41793441,19.15108958,21.67601568,22.76009583,40.72973428,8.881592108,11.16334842,29.75699344,23.16723249,20.71936646,34.45758598,25.81548432,23.64026037,21.21842947,22.89387072,44.4803136,24.44458335,40.25450881,24.43917052,18.73308648,18.26985264
643,17.03003815,27.94331247,24.18672084,16.52204969,20.74135873,27.94331247,28.56804877,21.50439106,36.88360891,29.4132495,31.25781368,29.77336089,18.55376306,12.24606372,31.5552864,23.38682381,13.25394178,10.80701563,17.90892942,30.78108393,23.37972079,23.10263292,21.51745501,20.18596232,22.48344745,21.88389242,26.0569693,17.42576431,22.28521885,41.3467983,15.68325366,36.2226722,37.10023291,29.11875405,27.03463275,22.2799924,35.99120512,21.23040644,45.15776977,19.06811649,21.56546021,22.61159923,40.55560913,8.414985201,10.64966087,29.56933621,23.05683909,20.58179388,34.29088942,25.63371889,23.50733913,21.1524802,22.76894705,44.2854045,24.3260141,40.10835393,24.315125,18.66962344,18.17936309
644,16.94949752,27.87249601,24.09607056,16.53997688,20.72895138,27.87249601,28.55511221,21.43740984,36.7610935,29.25647688,31.14710103,29.73774242,18.51883485,12.25635873,31.47354196,23.3549935,13.20857872,10.79062422,17.81822841,30.66612935,23.39418037,23.05164062,21.47160862,20.13259358,22.41134133,21.76409689,26.07302678,17.33674887,22.17081825,41.17633952,15.60791529,36.16271354,36.95960548,28.91712965,26.87096782,22.16114431,35.82151278,21.13428538,44.89557157,18.98638249,21.45645898,22.46223395,40.37971266,7.94067856,10.12756062,29.38193044,22.94562471,20.44490253,34.12188616,25.45275839,23.37490238,21.08598951,22.64539656,44.08908076,24.20711482,39.95921334,24.1909789,18.60516917,18.08846989
645,16.86884205,27.80108481,24.00512127,16.5572145,20.71561753,27.80108481,28.53890665,21.36841905,36.63637809,29.09947979,31.03481716,29.70128112,18.48380812,12.2665594,31.39042785,23.32221604,13.16377066,10.77484362,17.72693748,30.55001748,23.40725291,22.99979526,21.42454102,20.07929144,22.33835877,21.64505296,26.08757929,17.24870794,22.05837474,41.00261678,15.53285575,36.10097141,36.81657831,28.71577023,26.70731916,22.04052967,35.64996792,21.03697541,44.63144002,18.9059599,21.34906855,22.31335695,40.20265187,7.459663967,9.598114674,29.19511294,22.83399838,20.30910872,33.95113869,25.27313262,23.24341656,21.01907501,22.52340755,43.8915475,24.08821685,39.80766209,24.06720931,18.54012764,17.99762557
646,16.78825636,27.7292698,23.91413,16.57377713,20.70146012,27.7292698,28.51923995,21.29694979,36.51005227,28.94290287,30.92178066,29.66399436,18.44877825,12.27687106,31.30624104,23.28883888,13.11957222,10.75973307,17.6355545,30.43332477,23.4190689,22.94734367,21.37647134,20.02636355,22.26484293,21.52708618,26.10070173,17.16189907,21.94770409,40.82558383,15.45859969,36.03769887,36.6722875,28.51561576,26.54449685,21.91805698,35.47665404,20.9382419,44.36547534,18.82692105,21.24334549,22.16632522,40.02503376,6.972933202,9.062390061,29.00922055,22.72236909,20.17482876,33.77920949,25.09537136,23.11334812,20.95185431,22.40316836,43.69300987,23.96965152,39.6542752,23.94429332,18.47490278,17.90728269
647,16.70792507,27.65724185,23.82335376,16.58967939,20.68658211,27.65724185,28.49591994,21.22253322,36.38270563,28.78739073,30.8088101,29.62589949,18.41384059,12.28749907,31.22127852,23.25520945,13.07603799,10.7453518,17.54457736,30.31662763,23.42975886,22.89453265,21.32761872,19.97411755,22.191137,21.41052213,26.11246904,17.0765798,21.83862209,40.64519442,15.38567176,35.97314894,36.52786916,28.31760623,26.38331095,21.79363473,35.30165462,20.83785023,44.09777775,18.74933825,21.13934638,22.02249573,39.84746534,6.481478048,8.521453802,28.82459008,22.61114585,20.04247896,33.60666103,24.92000441,22.9851635,20.88444503,22.28486731,43.49367299,23.85175018,39.49962772,23.82270802,18.40989857,17.81789377
